title,link,date,content_snippet,text_combined,clean_text,tokens
Pakaian Cewek Diskon hingga 30%+20% di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250613213654-97-1239612/pakaian-cewek-diskon-hingga-30-20-di-transmart-full-day-sale,2025-06-15,"Pesta diskon Transmart Full Day Sale balik lagi tebar diskon gede-gedean untuk pakaian cewek dari berbagai merek ternama. Yuk, jangan kelewatan promo diskonnya khusus pembelanjaan hari ini, Minggu (15/6).","Pakaian Cewek Diskon hingga 30%+20% di Transmart Full Day Sale Pesta diskon Transmart Full Day Sale balik lagi tebar diskon gede-gedean untuk pakaian cewek dari berbagai merek ternama. Yuk, jangan kelewatan promo diskonnya khusus pembelanjaan hari ini, Minggu (15/6).",pakai cewek diskon hingga transmart full day sale pesta diskon transmart full day sale balik tebar diskon gedegedean pakai cewek bagai merek nama yuk jangan lewat promo diskon khusus belanja hari minggu,"['pakai', 'cewek', 'diskon', 'hingga', 'transmart', 'full', 'day', 'sale', 'pesta', 'diskon', 'transmart', 'full', 'day', 'sale', 'balik', 'tebar', 'diskon', 'gedegedean', 'pakai', 'cewek', 'bagai', 'merek', 'nama', 'yuk', 'jangan', 'lewat', 'promo', 'diskon', 'khusus', 'belanja', 'hari', 'minggu']"
"Grab Kontribusi Rp16,3 M Buat Bantu Makan Bergizi Gratis",https://www.cnnindonesia.com/ekonomi/20250613224205-92-1239619/grab-kontribusi-rp163-m-buat-bantu-makan-bergizi-gratis,2025-06-13,"Grab Indonesia menggelontorkan dana sebesar US$1 juta atau setara Rp16,3 miliar (asumsi kurs Rp16.303 per dolar AS) untuk mendukung program Makan Bergizi Gratis (MBG).","Grab Kontribusi Rp16,3 M Buat Bantu Makan Bergizi Gratis Grab Indonesia menggelontorkan dana sebesar US$1 juta atau setara Rp16,3 miliar (asumsi kurs Rp16.303 per dolar AS) untuk mendukung program Makan Bergizi Gratis (MBG).",grab kontribusi rp m buat bantu makan gizi gratis grab indonesia gelontor dana besar us juta tara rp miliar asumsi kurs rp per dolar as dukung program makan gizi gratis mbg,"['grab', 'kontribusi', 'rp', 'm', 'buat', 'bantu', 'makan', 'gizi', 'gratis', 'grab', 'indonesia', 'gelontor', 'dana', 'besar', 'us', 'juta', 'tara', 'rp', 'miliar', 'asumsi', 'kurs', 'rp', 'per', 'dolar', 'as', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'mbg']"
Grab Blak-blakan Bantah Isu Merger dengan GoTo,https://www.cnnindonesia.com/ekonomi/20250613211023-92-1239608/grab-blak-blakan-bantah-isu-merger-dengan-goto,2025-06-13,Grab Indonesia secara terbuka membantah adanya pembicaraan maupun kesepakatan terkait merger dengan PT GoTo Gojek Tokopedia Tbk.,Grab Blak-blakan Bantah Isu Merger dengan GoTo Grab Indonesia secara terbuka membantah adanya pembicaraan maupun kesepakatan terkait merger dengan PT GoTo Gojek Tokopedia Tbk.,grab blakblakan bantah isu merger goto grab indonesia buka ban ada bicara maupun sepakat kait merger pt goto gojek tokopedia tbk,"['grab', 'blakblakan', 'bantah', 'isu', 'merger', 'goto', 'grab', 'indonesia', 'buka', 'ban', 'ada', 'bicara', 'maupun', 'sepakat', 'kait', 'merger', 'pt', 'goto', 'gojek', 'tokopedia', 'tbk']"
"Airlangga Sebut Tekstil, Sawit Bisa Bebas Tarif di UE, Ini Syaratnya",https://www.cnnindonesia.com/ekonomi/20250613183211-92-1239566/airlangga-sebut-tekstil-sawit-bisa-bebas-tarif-di-ue-ini-syaratnya,2025-06-13,"Pemerintah Indonesia mengklaim tekstil, alas kaki, sampai sawit akan segera bebas tarif impor dari Uni Eropa.","Airlangga Sebut Tekstil, Sawit Bisa Bebas Tarif di UE, Ini Syaratnya Pemerintah Indonesia mengklaim tekstil, alas kaki, sampai sawit akan segera bebas tarif impor dari Uni Eropa.",airlangga sebut tekstil sawit bebas tarif ue syarat perintah indonesia klaim tekstil alas kaki sawit segera bebas tarif impor uni eropa,"['airlangga', 'sebut', 'tekstil', 'sawit', 'bebas', 'tarif', 'ue', 'syarat', 'perintah', 'indonesia', 'klaim', 'tekstil', 'alas', 'kaki', 'sawit', 'segera', 'bebas', 'tarif', 'impor', 'uni', 'eropa']"
Pemerintah Incar Transaksi Rp60 T dari Pesta Diskon Juni-Juli 2025,https://www.cnnindonesia.com/ekonomi/20250613142221-532-1239418/pemerintah-incar-transaksi-rp60-t-dari-pesta-diskon-juni-juli-2025,2025-06-13,Pemerintah mengincar transaksi Rp60 triliun dari gelaran pesta diskon belanja yang mereka laksanakan Juni 2025-Juli 2025.,Pemerintah Incar Transaksi Rp60 T dari Pesta Diskon Juni-Juli 2025 Pemerintah mengincar transaksi Rp60 triliun dari gelaran pesta diskon belanja yang mereka laksanakan Juni 2025-Juli 2025.,perintah incar transaksi rp t pesta diskon junijuli perintah incar transaksi rp triliun gelar pesta diskon belanja mereka laksana juni juli,"['perintah', 'incar', 'transaksi', 'rp', 't', 'pesta', 'diskon', 'junijuli', 'perintah', 'incar', 'transaksi', 'rp', 'triliun', 'gelar', 'pesta', 'diskon', 'belanja', 'mereka', 'laksana', 'juni', 'juli']"
Menteri LH Tutup 2 Pabrik Peleburan Logam karena Bikin Udara 'Hitam',https://www.cnnindonesia.com/ekonomi/20250613203333-92-1239599/menteri-lh-tutup-2-pabrik-peleburan-logam-karena-bikin-udara-hitam,2025-06-13,"Menteri Lingkungan Hidup Hanif Faisol Nurofiq mengatakan pihaknya menutup dua pabrik peleburan logam yang ada di Cikarang, Jawa Barat.","Menteri LH Tutup 2 Pabrik Peleburan Logam karena Bikin Udara 'Hitam' Menteri Lingkungan Hidup Hanif Faisol Nurofiq mengatakan pihaknya menutup dua pabrik peleburan logam yang ada di Cikarang, Jawa Barat.",menteri lh tutup pabrik lebur logam bikin udara hitam menteri lingkung hidup hanif faisol nurofiq kata pihak tutup pabrik lebur logam ada cikarang jawa barat,"['menteri', 'lh', 'tutup', 'pabrik', 'lebur', 'logam', 'bikin', 'udara', 'hitam', 'menteri', 'lingkung', 'hidup', 'hanif', 'faisol', 'nurofiq', 'kata', 'pihak', 'tutup', 'pabrik', 'lebur', 'logam', 'ada', 'cikarang', 'jawa', 'barat']"
Airlangga Ungkap Intaian Bahaya Ekonomi RI Usai Israel Gempur Iran,https://www.cnnindonesia.com/ekonomi/20250613172654-532-1239548/airlangga-ungkap-intaian-bahaya-ekonomi-ri-usai-israel-gempur-iran,2025-06-13,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengungkapkan bahaya yang mengintai Indonesia usai Israel menyerang Iran.,Airlangga Ungkap Intaian Bahaya Ekonomi RI Usai Israel Gempur Iran Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengungkapkan bahaya yang mengintai Indonesia usai Israel menyerang Iran.,airlangga ungkap intai bahaya ekonomi ri usai israel gempur iran menteri koordinator bidang ekonomi airlangga hartarto ungkap bahaya intai indonesia usai israel serang iran,"['airlangga', 'ungkap', 'intai', 'bahaya', 'ekonomi', 'ri', 'usai', 'israel', 'gempur', 'iran', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'ungkap', 'bahaya', 'intai', 'indonesia', 'usai', 'israel', 'serang', 'iran']"
"Airlangga Minta UE Perlakukan Khusus Ikan RI, Singgung Pagar Laut",https://www.cnnindonesia.com/ekonomi/20250613185739-92-1239574/airlangga-minta-ue-perlakukan-khusus-ikan-ri-singgung-pagar-laut,2025-06-13,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto meminta Uni Eropa memberikan perlakukan khusus komoditas ikan asal RI.,"Airlangga Minta UE Perlakukan Khusus Ikan RI, Singgung Pagar Laut Menteri Koordinator Bidang Perekonomian Airlangga Hartarto meminta Uni Eropa memberikan perlakukan khusus komoditas ikan asal RI.",airlangga minta ue laku khusus ikan ri singgung pagar laut menteri koordinator bidang ekonomi airlangga hartarto minta uni eropa beri laku khusus komoditas ikan asal ri,"['airlangga', 'minta', 'ue', 'laku', 'khusus', 'ikan', 'ri', 'singgung', 'pagar', 'laut', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'minta', 'uni', 'eropa', 'beri', 'laku', 'khusus', 'komoditas', 'ikan', 'asal', 'ri']"
"Tanpa APBN, Pemerintah Andalkan Swasta Buat Impor 250 Ribu Sapi",https://www.cnnindonesia.com/ekonomi/20250613171227-92-1239544/tanpa-apbn-pemerintah-andalkan-swasta-buat-impor-250-ribu-sapi,2025-06-13,Pemerintah menargetkan impor 250 ribu ekor sapi hidup pada tahun ini tanpa menggunakan dana Anggaran Pendapatan dan Belanja Negara (APBN).,"Tanpa APBN, Pemerintah Andalkan Swasta Buat Impor 250 Ribu Sapi Pemerintah menargetkan impor 250 ribu ekor sapi hidup pada tahun ini tanpa menggunakan dana Anggaran Pendapatan dan Belanja Negara (APBN).",apbn perintah andal swasta buat impor ribu sapi perintah target impor ribu ekor sapi hidup tahun tanpa guna dana anggar dapat belanja negara apbn,"['apbn', 'perintah', 'andal', 'swasta', 'buat', 'impor', 'ribu', 'sapi', 'perintah', 'target', 'impor', 'ribu', 'ekor', 'sapi', 'hidup', 'tahun', 'tanpa', 'guna', 'dana', 'anggar', 'dapat', 'belanja', 'negara', 'apbn']"
37 Ribu Kopdes Merah Putih Sudah Kantongi Legalitas,https://www.cnnindonesia.com/ekonomi/20250613163615-92-1239505/37-ribu-kopdes-merah-putih-sudah-kantongi-legalitas,2025-06-13,Menteri Koordinator Bidang Pangan Zulkifli Hasan alias Zulhas menyampaikan lebih dari 37 ribu Koperasi Desa Merah Putih telah resmi mengantongi legalitas hingga pertengahan Juni 2025.,37 Ribu Kopdes Merah Putih Sudah Kantongi Legalitas Menteri Koordinator Bidang Pangan Zulkifli Hasan alias Zulhas menyampaikan lebih dari 37 ribu Koperasi Desa Merah Putih telah resmi mengantongi legalitas hingga pertengahan Juni 2025.,ribu kopdes merah putih kantong legalitas menteri koordinator bidang pangan zulkifli hasan alias zulhas sampai lebih ribu koperasi desa merah putih resmi kantong legalitas hingga tengah juni,"['ribu', 'kopdes', 'merah', 'putih', 'kantong', 'legalitas', 'menteri', 'koordinator', 'bidang', 'pangan', 'zulkifli', 'hasan', 'alias', 'zulhas', 'sampai', 'lebih', 'ribu', 'koperasi', 'desa', 'merah', 'putih', 'resmi', 'kantong', 'legalitas', 'hingga', 'tengah', 'juni']"
"Bahlil Jual Listrik 3,4 GW ke Singapura, Potensi Investasi Rp163 T",https://www.cnnindonesia.com/ekonomi/20250613125449-85-1239360/bahlil-jual-listrik-34-gw-ke-singapura-potensi-investasi-rp163-t,2025-06-13,"Pemerintah Indonesia menyetujui ekspor listrik bersumber dari energi baru terbarukan ke Singapura. Ekspor akan dilakukan bertahap hingga mencapai 3,4 gigawatt.","Bahlil Jual Listrik 3,4 GW ke Singapura, Potensi Investasi Rp163 T Pemerintah Indonesia menyetujui ekspor listrik bersumber dari energi baru terbarukan ke Singapura. Ekspor akan dilakukan bertahap hingga mencapai 3,4 gigawatt.",bahlil jual listrik gw singapura potensi investasi rp t perintah indonesia tuju ekspor listrik sumber energi baru baru singapura ekspor laku tahap hingga capai gigawatt,"['bahlil', 'jual', 'listrik', 'gw', 'singapura', 'potensi', 'investasi', 'rp', 't', 'perintah', 'indonesia', 'tuju', 'ekspor', 'listrik', 'sumber', 'energi', 'baru', 'baru', 'singapura', 'ekspor', 'laku', 'tahap', 'hingga', 'capai', 'gigawatt']"
"Kemendag soal Kiprah Dagang RI: Membaik, Surplus dengan Banyak Negara",https://www.cnnindonesia.com/ekonomi/20250620151305-92-1241954/kemendag-soal-kiprah-dagang-ri-membaik-surplus-dengan-banyak-negara,2025-06-20,Kementerian Perdagangan (Kemendag) menilai banyak pihak tak senang melihat kemajuan perdagangan Indonesia di kancah global.,"Kemendag soal Kiprah Dagang RI: Membaik, Surplus dengan Banyak Negara Kementerian Perdagangan (Kemendag) menilai banyak pihak tak senang melihat kemajuan perdagangan Indonesia di kancah global.",kemendag soal kiprah dagang ri baik surplus banyak negara menteri dagang kemendag nilai banyak pihak tak senang lihat maju dagang indonesia kancah global,"['kemendag', 'soal', 'kiprah', 'dagang', 'ri', 'baik', 'surplus', 'banyak', 'negara', 'menteri', 'dagang', 'kemendag', 'nilai', 'banyak', 'pihak', 'tak', 'senang', 'lihat', 'maju', 'dagang', 'indonesia', 'kancah', 'global']"
"Dukung Sekolah Rakyat, Kemnaker dan Kemensos Sepakat Optimalkan BLK",https://www.cnnindonesia.com/ekonomi/20250620203814-97-1242090/dukung-sekolah-rakyat-kemnaker-dan-kemensos-sepakat-optimalkan-blk,2025-06-20,Kementerian Ketenagakerjaan (Kemnaker) menyatakan siap berkolaborasi dengan Kementerian Sosial (Kemensos) untuk mendukung program Sekolah Rakyat yang merupakan gagasan Presiden Prabowo Subianto. Kolaborasi tersebut diwujudkan melalui pemanfaatan Balai Latihan Kerja (BLK) yang dimiliki Kemnaker maupun Unit Pelaksana Teknis Daerah (UPTD) di berbagai wilayah.,"Dukung Sekolah Rakyat, Kemnaker dan Kemensos Sepakat Optimalkan BLK Kementerian Ketenagakerjaan (Kemnaker) menyatakan siap berkolaborasi dengan Kementerian Sosial (Kemensos) untuk mendukung program Sekolah Rakyat yang merupakan gagasan Presiden Prabowo Subianto. Kolaborasi tersebut diwujudkan melalui pemanfaatan Balai Latihan Kerja (BLK) yang dimiliki Kemnaker maupun Unit Pelaksana Teknis Daerah (UPTD) di berbagai wilayah.",dukung sekolah rakyat kemnaker kemensos sepakat optimal blk menteri ketenagakerjaan kemnaker nyata siap kolaborasi menteri sosial kemensos dukung program sekolah rakyat rupa gagas presiden prabowo subianto kolaborasi sebut wujud lalu manfaat balai latih kerja blk milik kemnaker maupun unit laksana teknis daerah uptd bagai wilayah,"['dukung', 'sekolah', 'rakyat', 'kemnaker', 'kemensos', 'sepakat', 'optimal', 'blk', 'menteri', 'ketenagakerjaan', 'kemnaker', 'nyata', 'siap', 'kolaborasi', 'menteri', 'sosial', 'kemensos', 'dukung', 'program', 'sekolah', 'rakyat', 'rupa', 'gagas', 'presiden', 'prabowo', 'subianto', 'kolaborasi', 'sebut', 'wujud', 'lalu', 'manfaat', 'balai', 'latih', 'kerja', 'blk', 'milik', 'kemnaker', 'maupun', 'unit', 'laksana', 'teknis', 'daerah', 'uptd', 'bagai', 'wilayah']"
KKP Tegaskan Pulau Tidak Bisa Diperjualbelikan,https://www.cnnindonesia.com/ekonomi/20250620201918-92-1242081/kkp-tegaskan-pulau-tidak-bisa-diperjualbelikan,2025-06-20,Kementerian Kelautan dan Perikanan (KKP) menegaskan tidak ada satu pun regulasi di Indonesia yang memperbolehkan penjualan pulau atau pulau kecil.,KKP Tegaskan Pulau Tidak Bisa Diperjualbelikan Kementerian Kelautan dan Perikanan (KKP) menegaskan tidak ada satu pun regulasi di Indonesia yang memperbolehkan penjualan pulau atau pulau kecil.,kkp tegas pulau bisa diperjualbelikan menteri laut ikan kkp tegas ada satu regulasi indonesia boleh jual pulau pulau kecil,"['kkp', 'tegas', 'pulau', 'bisa', 'diperjualbelikan', 'menteri', 'laut', 'ikan', 'kkp', 'tegas', 'ada', 'satu', 'regulasi', 'indonesia', 'boleh', 'jual', 'pulau', 'pulau', 'kecil']"
Kementerian ESDM Godok Aturan Olah Uranium untuk Bahan Baku PLTN,https://www.cnnindonesia.com/ekonomi/20250620203125-85-1242085/kementerian-esdm-godok-aturan-olah-uranium-untuk-bahan-baku-pltn,2025-06-20,Kementerian ESDM tengah menyiapkan aturan untuk mengolah bahan radioaktif seperti uranium yang ditemukan di Kalimantan Barat menjadi bahan baku Pembangkit Listrik Tenaga Nuklir (PLTN).,Kementerian ESDM Godok Aturan Olah Uranium untuk Bahan Baku PLTN Kementerian ESDM tengah menyiapkan aturan untuk mengolah bahan radioaktif seperti uranium yang ditemukan di Kalimantan Barat menjadi bahan baku Pembangkit Listrik Tenaga Nuklir (PLTN).,menteri esdm godok atur olah uranium bahan baku pltn menteri esdm tengah siap atur olah bahan radioaktif uranium temu kalimantan barat jadi bahan baku bangkit listrik tenaga nuklir pltn,"['menteri', 'esdm', 'godok', 'atur', 'olah', 'uranium', 'bahan', 'baku', 'pltn', 'menteri', 'esdm', 'tengah', 'siap', 'atur', 'olah', 'bahan', 'radioaktif', 'uranium', 'temu', 'kalimantan', 'barat', 'jadi', 'bahan', 'baku', 'bangkit', 'listrik', 'tenaga', 'nuklir', 'pltn']"
"Sri Mulyani Tambah Investasi Indonesia di IsDB Cs Rp1,7 T",https://www.cnnindonesia.com/ekonomi/20250620202152-532-1242082/sri-mulyani-tambah-investasi-indonesia-di-isdb-cs-rp17-t,2025-06-20,"Menteri Keuangan (Menkeu) Sri Mulyani menambah investasi Indonesia di tiga bank internasional senilai total Rp1,7 triliun, termasuk Islamic Development Bank (IsDB).","Sri Mulyani Tambah Investasi Indonesia di IsDB Cs Rp1,7 T Menteri Keuangan (Menkeu) Sri Mulyani menambah investasi Indonesia di tiga bank internasional senilai total Rp1,7 triliun, termasuk Islamic Development Bank (IsDB).",sri mulyani tambah investasi indonesia isdb cs rp t menteri uang menkeu sri mulyani tambah investasi indonesia tiga bank internasional nila total rp triliun masuk islamic development bank isdb,"['sri', 'mulyani', 'tambah', 'investasi', 'indonesia', 'isdb', 'cs', 'rp', 't', 'menteri', 'uang', 'menkeu', 'sri', 'mulyani', 'tambah', 'investasi', 'indonesia', 'tiga', 'bank', 'internasional', 'nila', 'total', 'rp', 'triliun', 'masuk', 'islamic', 'development', 'bank', 'isdb']"
Bahlil Tawarkan Rusia Garap Ladang Migas RI,https://www.cnnindonesia.com/ekonomi/20250620193227-85-1242065/bahlil-tawarkan-rusia-garap-ladang-migas-ri,2025-06-20,Indonesia menawarkan Rusia untuk masuk dan menggarap proyek minyak dan gas (migas) yang ada di Tanah Air.,Bahlil Tawarkan Rusia Garap Ladang Migas RI Indonesia menawarkan Rusia untuk masuk dan menggarap proyek minyak dan gas (migas) yang ada di Tanah Air.,bahlil tawar rusia garap ladang migas ri indonesia tawar rusia masuk garap proyek minyak gas migas ada tanah air,"['bahlil', 'tawar', 'rusia', 'garap', 'ladang', 'migas', 'ri', 'indonesia', 'tawar', 'rusia', 'masuk', 'garap', 'proyek', 'minyak', 'gas', 'migas', 'ada', 'tanah', 'air']"
Ara Klarifikasi soal Wacana Larang Orang Punya Lebih dari 1 Rumah,https://www.cnnindonesia.com/ekonomi/20250620192156-92-1242058/ara-klarifikasi-soal-wacana-larang-orang-punya-lebih-dari-1-rumah,2025-06-20,Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar Sirait meluruskan berita-berita yang menyebut dirinya akan melarang orang punya lebih dari satu rumah.,Ara Klarifikasi soal Wacana Larang Orang Punya Lebih dari 1 Rumah Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar Sirait meluruskan berita-berita yang menyebut dirinya akan melarang orang punya lebih dari satu rumah.,ara klarifikasi soal wacana larang orang punya lebih rumah menteri rumah kawasan mukim pkp maruarar sirait lurus beritaberita sebut diri larang orang punya lebih satu rumah,"['ara', 'klarifikasi', 'soal', 'wacana', 'larang', 'orang', 'punya', 'lebih', 'rumah', 'menteri', 'rumah', 'kawasan', 'mukim', 'pkp', 'maruarar', 'sirait', 'lurus', 'beritaberita', 'sebut', 'diri', 'larang', 'orang', 'punya', 'lebih', 'satu', 'rumah']"
Wamendag Roro Ungkap 'Mindset' Pembangunan Ekonomi Prabowo,https://www.cnnindonesia.com/ekonomi/20250620190154-92-1242052/wamendag-roro-ungkap-mindset-pembangunan-ekonomi-prabowo,2025-06-20,Wakil Menteri Perdagangan (Wamendag) Dyah Roro Esti membocorkan pola pikir (mindset) pembangunan ekonomi Indonesia di era Presiden Prabowo Subianto.,Wamendag Roro Ungkap 'Mindset' Pembangunan Ekonomi Prabowo Wakil Menteri Perdagangan (Wamendag) Dyah Roro Esti membocorkan pola pikir (mindset) pembangunan ekonomi Indonesia di era Presiden Prabowo Subianto.,wamendag roro ungkap mindset bangun ekonomi prabowo wakil menteri dagang wamendag dyah roro esti bocor pola pikir mindset bangun ekonomi indonesia era presiden prabowo subianto,"['wamendag', 'roro', 'ungkap', 'mindset', 'bangun', 'ekonomi', 'prabowo', 'wakil', 'menteri', 'dagang', 'wamendag', 'dyah', 'roro', 'esti', 'bocor', 'pola', 'pikir', 'mindset', 'bangun', 'ekonomi', 'indonesia', 'era', 'presiden', 'prabowo', 'subianto']"
"Pemerintah akan Renovasi Rumah Kumuh Pakai Utang Rp24,5 T Bank Dunia",https://www.cnnindonesia.com/ekonomi/20250620185339-92-1242048/pemerintah-akan-renovasi-rumah-kumuh-pakai-utang-rp245-t-bank-dunia,2025-06-20,"Kementerian Perumahan dan Kawasan Permukiman (PKP) akan merenovasi rumah kumuh menggunakan pinjaman Rp24,5 triliun yang ditawarkan Bank Dunia.","Pemerintah akan Renovasi Rumah Kumuh Pakai Utang Rp24,5 T Bank Dunia Kementerian Perumahan dan Kawasan Permukiman (PKP) akan merenovasi rumah kumuh menggunakan pinjaman Rp24,5 triliun yang ditawarkan Bank Dunia.",perintah renovasi rumah kumuh pakai utang rp t bank dunia menteri rumah kawasan mukim pkp renovasi rumah kumuh guna pinjam rp triliun tawar bank dunia,"['perintah', 'renovasi', 'rumah', 'kumuh', 'pakai', 'utang', 'rp', 't', 'bank', 'dunia', 'menteri', 'rumah', 'kawasan', 'mukim', 'pkp', 'renovasi', 'rumah', 'kumuh', 'guna', 'pinjam', 'rp', 'triliun', 'tawar', 'bank', 'dunia']"
"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni",https://www.cnnindonesia.com/ekonomi/20250620175907-92-1242028/pembangunan-ikn-masuk-fase-kedua-lelang-mulai-akhir-juni,2025-06-20,Pembangunan Ibu Kota Nusantara (IKN) memasuki fase kedua. Lelang pekerjaan akan dimulai akhir Juni ini.,"Pembangunan IKN Masuk Fase Kedua, Lelang Mulai Akhir Juni Pembangunan Ibu Kota Nusantara (IKN) memasuki fase kedua. Lelang pekerjaan akan dimulai akhir Juni ini.",bangun ikn masuk fase dua lelang mulai akhir juni bangun ibu kota nusantara ikn pasuk fase dua lelang kerja mulai akhir juni,"['bangun', 'ikn', 'masuk', 'fase', 'dua', 'lelang', 'mulai', 'akhir', 'juni', 'bangun', 'ibu', 'kota', 'nusantara', 'ikn', 'pasuk', 'fase', 'dua', 'lelang', 'kerja', 'mulai', 'akhir', 'juni']"
Trenggono Ungkap Peran Agrinas di Proyek Danantara Rp26 T di Pantura,https://www.cnnindonesia.com/ekonomi/20250625202928-92-1243870/trenggono-ungkap-peran-agrinas-di-proyek-danantara-rp26-t-di-pantura,2025-06-25,"Menteri Kelautan dan Perikanan (KP) Sakti Wahyu Trenggono mengungkapkan peran BUMN PT Agrinas Jaladri Nusantara (Persero) dalam proyek Danantara senilai Rp26 triliun di Pantai Utara (Pantura), Jawa Barat.","Trenggono Ungkap Peran Agrinas di Proyek Danantara Rp26 T di Pantura Menteri Kelautan dan Perikanan (KP) Sakti Wahyu Trenggono mengungkapkan peran BUMN PT Agrinas Jaladri Nusantara (Persero) dalam proyek Danantara senilai Rp26 triliun di Pantai Utara (Pantura), Jawa Barat.",trenggono ungkap peran agrinas proyek danantara rp t pantura menteri laut ikan kp sakti wahyu trenggono ungkap peran bumn pt agrinas jaladri nusantara persero proyek danantara nila rp triliun pantai utara pantura jawa barat,"['trenggono', 'ungkap', 'peran', 'agrinas', 'proyek', 'danantara', 'rp', 't', 'pantura', 'menteri', 'laut', 'ikan', 'kp', 'sakti', 'wahyu', 'trenggono', 'ungkap', 'peran', 'bumn', 'pt', 'agrinas', 'jaladri', 'nusantara', 'persero', 'proyek', 'danantara', 'nila', 'rp', 'triliun', 'pantai', 'utara', 'pantura', 'jawa', 'barat']"
Demul - Trenggono Blak-blakan Dampak Proyek Giant Sea Wall di Pantura,https://www.cnnindonesia.com/ekonomi/20250625201526-92-1243862/demul-trenggono-blak-blakan-dampak-proyek-giant-sea-wall-di-pantura,2025-06-25,Gubernur Jawa Barat Dedi Mulyadi (Demul) menjelaskan dampak proyek tanggul laut raksasa alias Giant Sea Wall di Pantai Utara (Pantura).,Demul - Trenggono Blak-blakan Dampak Proyek Giant Sea Wall di Pantura Gubernur Jawa Barat Dedi Mulyadi (Demul) menjelaskan dampak proyek tanggul laut raksasa alias Giant Sea Wall di Pantai Utara (Pantura).,demul trenggono blakblakan dampak proyek giant sea wall pantura gubernur jawa barat dedi mulyadi demul jelas dampak proyek tanggul laut raksasa alias giant sea wall pantai utara pantura,"['demul', 'trenggono', 'blakblakan', 'dampak', 'proyek', 'giant', 'sea', 'wall', 'pantura', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'demul', 'jelas', 'dampak', 'proyek', 'tanggul', 'laut', 'raksasa', 'alias', 'giant', 'sea', 'wall', 'pantai', 'utara', 'pantura']"
"Cegah Jual Beli, KKP Bakal Awasi Pulau-pulau Kecil Pakai Satelit",https://www.cnnindonesia.com/ekonomi/20250625200244-92-1243860/cegah-jual-beli-kkp-bakal-awasi-pulau-pulau-kecil-pakai-satelit,2025-06-25,Kementerian Kelautan dan Perikanan (KKP) bakal mengawasi pulau-pulau kecil dengan satelit untuk mencegah praktik jual-beli.,"Cegah Jual Beli, KKP Bakal Awasi Pulau-pulau Kecil Pakai Satelit Kementerian Kelautan dan Perikanan (KKP) bakal mengawasi pulau-pulau kecil dengan satelit untuk mencegah praktik jual-beli.",cegah jual beli kkp bakal awas pulaupulau kecil pakai satelit menteri laut ikan kkp bakal awas pulaupulau kecil satelit cegah praktik jualbeli,"['cegah', 'jual', 'beli', 'kkp', 'bakal', 'awas', 'pulaupulau', 'kecil', 'pakai', 'satelit', 'menteri', 'laut', 'ikan', 'kkp', 'bakal', 'awas', 'pulaupulau', 'kecil', 'satelit', 'cegah', 'praktik', 'jualbeli']"
Batam Jadi Kota Percontohan Dekarbonisasi di Sektor Bangunan Gedung,https://www.cnnindonesia.com/ekonomi/20250625194846-92-1243855/batam-jadi-kota-percontohan-dekarbonisasi-di-sektor-bangunan-gedung,2025-06-25,Batam dicanangkan sebagai kota percontohan dekarbonisasi lingkungan binaan di sektor bangunan gedung.,Batam Jadi Kota Percontohan Dekarbonisasi di Sektor Bangunan Gedung Batam dicanangkan sebagai kota percontohan dekarbonisasi lingkungan binaan di sektor bangunan gedung.,batam jadi kota contoh dekarbonisasi sektor bangun gedung batam canang kota contoh dekarbonisasi lingkung bina sektor bangun gedung,"['batam', 'jadi', 'kota', 'contoh', 'dekarbonisasi', 'sektor', 'bangun', 'gedung', 'batam', 'canang', 'kota', 'contoh', 'dekarbonisasi', 'lingkung', 'bina', 'sektor', 'bangun', 'gedung']"
