title,link,date,content_snippet,text_combined,clean_text,tokens
KPPU Restui Akuisisi Tokopedia oleh Tiktok dengan 5 Syarat,https://www.cnnindonesia.com/ekonomi/20250618203325-92-1241236/kppu-restui-akuisisi-tokopedia-oleh-tiktok-dengan-5-syarat,2025-06-18,Komisi Pengawas Persaingan Usaha (KPPU) memberikan persetujuan bersyarat atas pengambilalihan saham atau akuisisi PT Tokopedia oleh TikTok Nusantara (SG) Pte. Ltd (TikTok Nusantara).,KPPU Restui Akuisisi Tokopedia oleh Tiktok dengan 5 Syarat Komisi Pengawas Persaingan Usaha (KPPU) memberikan persetujuan bersyarat atas pengambilalihan saham atau akuisisi PT Tokopedia oleh TikTok Nusantara (SG) Pte. Ltd (TikTok Nusantara).,kppu restu akuisisi tokopedia tiktok syarat komisi awas saing usaha kppu beri tuju syarat atas pengambilalihan saham akuisisi pt tokopedia tiktok nusantara sg pte ltd tiktok nusantara,"['kppu', 'restu', 'akuisisi', 'tokopedia', 'tiktok', 'syarat', 'komisi', 'awas', 'saing', 'usaha', 'kppu', 'beri', 'tuju', 'syarat', 'atas', 'pengambilalihan', 'saham', 'akuisisi', 'pt', 'tokopedia', 'tiktok', 'nusantara', 'sg', 'pte', 'ltd', 'tiktok', 'nusantara']"
Bos Badan Gizi Buka Suara soal Viral Menu MBG Bahan Mentah di Tangsel,https://www.cnnindonesia.com/ekonomi/20250618202756-92-1241233/bos-badan-gizi-buka-suara-soal-viral-menu-mbg-bahan-mentah-di-tangsel,2025-06-18,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana buka suara terkait beredarnya unggahan di media sosial mengenai pembagian menu Makan Bergizi Gratis (MBG) berupa bahan mentah di wilayah Tangerang Selatan, Banten.","Bos Badan Gizi Buka Suara soal Viral Menu MBG Bahan Mentah di Tangsel Kepala Badan Gizi Nasional (BGN) Dadan Hindayana buka suara terkait beredarnya unggahan di media sosial mengenai pembagian menu Makan Bergizi Gratis (MBG) berupa bahan mentah di wilayah Tangerang Selatan, Banten.",bos badan gizi buka suara soal viral menu mbg bahan mentah tangsel kepala badan gizi nasional bgn dad hindayana buka suara kait edar unggah media sosial kena bagi menu makan gizi gratis mbg upa bahan mentah wilayah tangerang selatan banten,"['bos', 'badan', 'gizi', 'buka', 'suara', 'soal', 'viral', 'menu', 'mbg', 'bahan', 'mentah', 'tangsel', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'buka', 'suara', 'kait', 'edar', 'unggah', 'media', 'sosial', 'kena', 'bagi', 'menu', 'makan', 'gizi', 'gratis', 'mbg', 'upa', 'bahan', 'mentah', 'wilayah', 'tangerang', 'selatan', 'banten']"
Bos BPJP: Ayam Goreng Widuran Belum Pernah Daftar di Badan Halal,https://www.cnnindonesia.com/ekonomi/20250618200142-92-1241224/bos-bpjp-ayam-goreng-widuran-belum-pernah-daftar-di-badan-halal,2025-06-18,Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal menyebut  restoran Ayam Goreng Widuran di Solo belum pernah mendaftar sebagai pelaku usaha bersertifikat halal.,Bos BPJP: Ayam Goreng Widuran Belum Pernah Daftar di Badan Halal Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal menyebut  restoran Ayam Goreng Widuran di Solo belum pernah mendaftar sebagai pelaku usaha bersertifikat halal.,bos bpjp ayam goreng widuran pernah daftar badan halal kepala badan selenggara jamin produk halal bpjph haikal hasan alias babe haikal sebut restoran ayam goreng widuran solo pernah daftar laku usaha sertifikat halal,"['bos', 'bpjp', 'ayam', 'goreng', 'widuran', 'pernah', 'daftar', 'badan', 'halal', 'kepala', 'badan', 'selenggara', 'jamin', 'produk', 'halal', 'bpjph', 'haikal', 'hasan', 'alias', 'babe', 'haikal', 'sebut', 'restoran', 'ayam', 'goreng', 'widuran', 'solo', 'pernah', 'daftar', 'laku', 'usaha', 'sertifikat', 'halal']"
ESDM Ungkap 6 Lokasi Proyek Hilirisasi Batu Bara Pengganti LPG,https://www.cnnindonesia.com/ekonomi/20250618194345-85-1241219/esdm-ungkap-6-lokasi-proyek-hilirisasi-batu-bara-pengganti-lpg,2025-06-18,Kementerian Energi dan Sumber Daya Mineral (ESDM) mengungkapkan 6 lokasi proyek hilirisasi batu bara menjadi dimethyl ether (DME). Proyek ini diklaim bisa menekan impor liquid petroleum gas (LPG).,ESDM Ungkap 6 Lokasi Proyek Hilirisasi Batu Bara Pengganti LPG Kementerian Energi dan Sumber Daya Mineral (ESDM) mengungkapkan 6 lokasi proyek hilirisasi batu bara menjadi dimethyl ether (DME). Proyek ini diklaim bisa menekan impor liquid petroleum gas (LPG).,esdm ungkap lokasi proyek hilir batu bara ganti lpg menteri energi sumber daya mineral esdm ungkap lokasi proyek hilir batu bara jadi dimethyl ether dme proyek klaim tekan impor liquid petroleum gas lpg,"['esdm', 'ungkap', 'lokasi', 'proyek', 'hilir', 'batu', 'bara', 'ganti', 'lpg', 'menteri', 'energi', 'sumber', 'daya', 'mineral', 'esdm', 'ungkap', 'lokasi', 'proyek', 'hilir', 'batu', 'bara', 'jadi', 'dimethyl', 'ether', 'dme', 'proyek', 'klaim', 'tekan', 'impor', 'liquid', 'petroleum', 'gas', 'lpg']"
Bos BPJPH Wanti-wanti Label 'No Pork No Lard' Bukan Penanda Halal,https://www.cnnindonesia.com/ekonomi/20250618193326-92-1241216/bos-bpjph-wanti-wanti-label-no-pork-no-lard-bukan-penanda-halal,2025-06-18,Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal menegaskan penggunaan label 'no pork no lard' tidak dapat dijadikan sebagai penanda kehalalan suatu produk di Indonesia.,Bos BPJPH Wanti-wanti Label 'No Pork No Lard' Bukan Penanda Halal Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal menegaskan penggunaan label 'no pork no lard' tidak dapat dijadikan sebagai penanda kehalalan suatu produk di Indonesia.,bos bpjph wantiwanti label no pork no lard bukan tanda halal kepala badan selenggara jamin produk halal bpjph haikal hasan alias babe haikal tegas guna label no pork no lard dapat jadi tanda halal suatu produk indonesia,"['bos', 'bpjph', 'wantiwanti', 'label', 'no', 'pork', 'no', 'lard', 'bukan', 'tanda', 'halal', 'kepala', 'badan', 'selenggara', 'jamin', 'produk', 'halal', 'bpjph', 'haikal', 'hasan', 'alias', 'babe', 'haikal', 'tegas', 'guna', 'label', 'no', 'pork', 'no', 'lard', 'dapat', 'jadi', 'tanda', 'halal', 'suatu', 'produk', 'indonesia']"
Pendapatan PLN Tembus Rp545 T pada 2024,https://www.cnnindonesia.com/ekonomi/20250618191644-85-1241210/pendapatan-pln-tembus-rp545-t-pada-2024,2025-06-18,"PT PLN (Persero) berhasil mencetak pendapatan sebesar Rp545,4 triliun sepanjang 2024. Angka ini meningkat 11,9 persen secara year on year (yoy) dibanding tahun sebelumnya dan menghasilkan laba bersih mencapai Rp17,76 triliun.","Pendapatan PLN Tembus Rp545 T pada 2024 PT PLN (Persero) berhasil mencetak pendapatan sebesar Rp545,4 triliun sepanjang 2024. Angka ini meningkat 11,9 persen secara year on year (yoy) dibanding tahun sebelumnya dan menghasilkan laba bersih mencapai Rp17,76 triliun.",dapat pln tembus rp t pt pln persero hasil cetak dapat besar rp triliun panjang angka tingkat persen year on year yoy banding tahun belum hasil laba bersih capai rp triliun,"['dapat', 'pln', 'tembus', 'rp', 't', 'pt', 'pln', 'persero', 'hasil', 'cetak', 'dapat', 'besar', 'rp', 'triliun', 'panjang', 'angka', 'tingkat', 'persen', 'year', 'on', 'year', 'yoy', 'banding', 'tahun', 'belum', 'hasil', 'laba', 'bersih', 'capai', 'rp', 'triliun']"
BI Perpanjang Keringanan Bayar Tagihan Kartu Kredit hingga Akhir 2025,https://www.cnnindonesia.com/ekonomi/20250618190742-78-1241207/bi-perpanjang-keringanan-bayar-tagihan-kartu-kredit-hingga-akhir-2025,2025-06-18,"Bank Indonesia (BI) memperpanjang kebijakan keringanan pembayaran tagihan kartu kredit hingga akhir tahun ini, yang semula hanya sampai 30 Juni 2025.","BI Perpanjang Keringanan Bayar Tagihan Kartu Kredit hingga Akhir 2025 Bank Indonesia (BI) memperpanjang kebijakan keringanan pembayaran tagihan kartu kredit hingga akhir tahun ini, yang semula hanya sampai 30 Juni 2025.",bi panjang ringan bayar tagih kartu kredit hingga akhir bank indonesia bi panjang bijak ringan bayar tagih kartu kredit hingga akhir tahun yang mula sampai juni,"['bi', 'panjang', 'ringan', 'bayar', 'tagih', 'kartu', 'kredit', 'hingga', 'akhir', 'bank', 'indonesia', 'bi', 'panjang', 'bijak', 'ringan', 'bayar', 'tagih', 'kartu', 'kredit', 'hingga', 'akhir', 'tahun', 'yang', 'mula', 'sampai', 'juni']"
Bapanas Harap MBG Dongkrak Harga Ayam yang Sedang Anjlok,https://www.cnnindonesia.com/ekonomi/20250618185402-92-1241204/bapanas-harap-mbg-dongkrak-harga-ayam-yang-sedang-anjlok,2025-06-18,Badan Pangan Nasional (Bapanas) berharap Makan Bergizi Gratis (MBG) bisa ikut mendongkrak harga ayam yang sedang anjlok hingga Rp25 ribu per kilogram (kg).,Bapanas Harap MBG Dongkrak Harga Ayam yang Sedang Anjlok Badan Pangan Nasional (Bapanas) berharap Makan Bergizi Gratis (MBG) bisa ikut mendongkrak harga ayam yang sedang anjlok hingga Rp25 ribu per kilogram (kg).,bapanas harap mbg dongkrak harga ayam sedang anjlok badan pangan nasional bapanas harap makan gizi gratis mbg ikut dongkrak harga ayam sedang anjlok hingga rp ribu per kilogram kg,"['bapanas', 'harap', 'mbg', 'dongkrak', 'harga', 'ayam', 'sedang', 'anjlok', 'badan', 'pangan', 'nasional', 'bapanas', 'harap', 'makan', 'gizi', 'gratis', 'mbg', 'ikut', 'dongkrak', 'harga', 'ayam', 'sedang', 'anjlok', 'hingga', 'rp', 'ribu', 'per', 'kilogram', 'kg']"
Babe Haikal Prediksi Ekspor Produk Halal RI Tembus Rp225 T di 2025,https://www.cnnindonesia.com/ekonomi/20250618184529-92-1241203/babe-haikal-prediksi-ekspor-produk-halal-ri-tembus-rp225-t-di-2025,2025-06-18,"Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal memproyeksikan nilai ekspor produk halal Indonesia dapat menembus US$13,8 miliar atau setara Rp225,66 triliun (asumsi kurs Rp16.352 per dolar AS) pada 2025.","Babe Haikal Prediksi Ekspor Produk Halal RI Tembus Rp225 T di 2025 Kepala Badan Penyelenggara Jaminan Produk Halal (BPJPH) Haikal Hasan alias Babe Haikal memproyeksikan nilai ekspor produk halal Indonesia dapat menembus US$13,8 miliar atau setara Rp225,66 triliun (asumsi kurs Rp16.352 per dolar AS) pada 2025.",babe haikal prediksi ekspor produk halal ri tembus rp t kepala badan selenggara jamin produk halal bpjph haikal hasan alias babe haikal proyeksi nilai ekspor produk halal indonesia tembus us miliar tara rp triliun asumsi kurs rp per dolar as,"['babe', 'haikal', 'prediksi', 'ekspor', 'produk', 'halal', 'ri', 'tembus', 'rp', 't', 'kepala', 'badan', 'selenggara', 'jamin', 'produk', 'halal', 'bpjph', 'haikal', 'hasan', 'alias', 'babe', 'haikal', 'proyeksi', 'nilai', 'ekspor', 'produk', 'halal', 'indonesia', 'tembus', 'us', 'miliar', 'tara', 'rp', 'triliun', 'asumsi', 'kurs', 'rp', 'per', 'dolar', 'as']"
"Harga Ayam Anjlok, Kementan Naikkan HPP Jadi Rp18 Ribu per Kg",https://www.cnnindonesia.com/ekonomi/20250618182853-92-1241200/harga-ayam-anjlok-kementan-naikkan-hpp-jadi-rp18-ribu-per-kg,2025-06-18,Kementerian Pertanian (Kementan) menetapkan harga pokok produksi (HPP) ayam hidup Rp18 ribu per kilogram (kg) setelah harga ayam anjlok di pasaran.,"Harga Ayam Anjlok, Kementan Naikkan HPP Jadi Rp18 Ribu per Kg Kementerian Pertanian (Kementan) menetapkan harga pokok produksi (HPP) ayam hidup Rp18 ribu per kilogram (kg) setelah harga ayam anjlok di pasaran.",harga ayam anjlok tan naik hpp jadi rp ribu per kg menteri tani tan tetap harga pokok produksi hpp ayam hidup rp ribu per kilogram kg harga ayam anjlok pasar,"['harga', 'ayam', 'anjlok', 'tan', 'naik', 'hpp', 'jadi', 'rp', 'ribu', 'per', 'kg', 'menteri', 'tani', 'tan', 'tetap', 'harga', 'pokok', 'produksi', 'hpp', 'ayam', 'hidup', 'rp', 'ribu', 'per', 'kilogram', 'kg', 'harga', 'ayam', 'anjlok', 'pasar']"
ESDM akan Temui Gubernur NTT Bahas Proyek Geothermal yang Tuai Polemik,https://www.cnnindonesia.com/ekonomi/20250619163844-85-1241592/esdm-akan-temui-gubernur-ntt-bahas-proyek-geothermal-yang-tuai-polemik,2025-06-19,Direktur Jenderal Energi Baru Terbarukan dan Konservasi Energi (EBTKE) Kementerian ESDM Eniya Listiani Dewi bakal menemui gubernur Nusa Tenggara Timur (NTT) untuk membahas pembangunan proyek geothermal di wilayah tersebut yang menuai protes dari berbagai pihak.,ESDM akan Temui Gubernur NTT Bahas Proyek Geothermal yang Tuai Polemik Direktur Jenderal Energi Baru Terbarukan dan Konservasi Energi (EBTKE) Kementerian ESDM Eniya Listiani Dewi bakal menemui gubernur Nusa Tenggara Timur (NTT) untuk membahas pembangunan proyek geothermal di wilayah tersebut yang menuai protes dari berbagai pihak.,esdm temu gubernur ntt bahas proyek geothermal tuai polemik direktur jenderal energi baru baru konservasi energi ebtke menteri esdm eniya listiani dewi bakal temu gubernur nusa tenggara timur ntt bahas bangun proyek geothermal wilayah sebut tuai protes bagai pihak,"['esdm', 'temu', 'gubernur', 'ntt', 'bahas', 'proyek', 'geothermal', 'tuai', 'polemik', 'direktur', 'jenderal', 'energi', 'baru', 'baru', 'konservasi', 'energi', 'ebtke', 'menteri', 'esdm', 'eniya', 'listiani', 'dewi', 'bakal', 'temu', 'gubernur', 'nusa', 'tenggara', 'timur', 'ntt', 'bahas', 'bangun', 'proyek', 'geothermal', 'wilayah', 'sebut', 'tuai', 'protes', 'bagai', 'pihak']"
KAI Tebar Diskon 20 Persen di Jakarta Fair 2025,https://www.cnnindonesia.com/ekonomi/20250619194639-92-1241654/kai-tebar-diskon-20-persen-di-jakarta-fair-2025,2025-06-19,PT Kereta Api Indonesia (Persero) atau KAI memberikan diskon 20 persen untuk perjalanan kelas eksekutif dan bisnis selama gelaran Jakarta Fair Kemayoran 2025.,KAI Tebar Diskon 20 Persen di Jakarta Fair 2025 PT Kereta Api Indonesia (Persero) atau KAI memberikan diskon 20 persen untuk perjalanan kelas eksekutif dan bisnis selama gelaran Jakarta Fair Kemayoran 2025.,kai tebar diskon persen jakarta fair pt kereta api indonesia persero kai beri diskon persen jalan kelas eksekutif bisnis lama gelar jakarta fair mayor,"['kai', 'tebar', 'diskon', 'persen', 'jakarta', 'fair', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'kai', 'beri', 'diskon', 'persen', 'jalan', 'kelas', 'eksekutif', 'bisnis', 'lama', 'gelar', 'jakarta', 'fair', 'mayor']"
Pulau Citlim Kepulauan Riau Dijarah Tambang Ilegal,https://www.cnnindonesia.com/ekonomi/20250619130035-85-1241444/pulau-citlim-kepulauan-riau-dijarah-tambang-ilegal,2025-06-19,"Pulau Citlim di Kecamatan Sugie Besar, Kabupaten Karimun, Provinsi Kepulauan Riau, ditemukan mengalami kerusakan ekosistem akibat aktivitas tambang ilegal.","Pulau Citlim Kepulauan Riau Dijarah Tambang Ilegal Pulau Citlim di Kecamatan Sugie Besar, Kabupaten Karimun, Provinsi Kepulauan Riau, ditemukan mengalami kerusakan ekosistem akibat aktivitas tambang ilegal.",pulau citlim pulau riau jarah tambang ilegal pulau citlim camat sugie besar kabupaten karimun provinsi pulau riau temu alami rusa ekosistem akibat aktivitas tambang ilegal,"['pulau', 'citlim', 'pulau', 'riau', 'jarah', 'tambang', 'ilegal', 'pulau', 'citlim', 'camat', 'sugie', 'besar', 'kabupaten', 'karimun', 'provinsi', 'pulau', 'riau', 'temu', 'alami', 'rusa', 'ekosistem', 'akibat', 'aktivitas', 'tambang', 'ilegal']"
Wamen Investasi Klaim Preman Pengganggu Investasi Turun,https://www.cnnindonesia.com/ekonomi/20250619142020-92-1241490/wamen-investasi-klaim-preman-pengganggu-investasi-turun,2025-06-19,Wakil Menteri (Wamen) Investasi dan Hilirisasi/Wakil Kepala Badan Koordinasi Penanaman Modal (BKPM) Todotua Pasaribu menyebut kasus preman yang mengganggu para investor telah jauh menurun.,Wamen Investasi Klaim Preman Pengganggu Investasi Turun Wakil Menteri (Wamen) Investasi dan Hilirisasi/Wakil Kepala Badan Koordinasi Penanaman Modal (BKPM) Todotua Pasaribu menyebut kasus preman yang mengganggu para investor telah jauh menurun.,wamen investasi klaim preman ganggu investasi turun wakil menteri wamen investasi hilirisasiwakil kepala badan koordinasi tanam modal bkpm todotua pasaribu sebut kasus preman ganggu investor jauh turun,"['wamen', 'investasi', 'klaim', 'preman', 'ganggu', 'investasi', 'turun', 'wakil', 'menteri', 'wamen', 'investasi', 'hilirisasiwakil', 'kepala', 'badan', 'koordinasi', 'tanam', 'modal', 'bkpm', 'todotua', 'pasaribu', 'sebut', 'kasus', 'preman', 'ganggu', 'investor', 'jauh', 'turun']"
Merger Grab-GoTo Disebut Terganjal Aturan Pemerintah,https://www.cnnindonesia.com/ekonomi/20250619190625-92-1241643/merger-grab-goto-disebut-terganjal-aturan-pemerintah,2025-06-19,"Rencana Grab Holdings Ltd, perusahaan teknologi berbasis di Singapura, untuk mengakuisisi PT GoTo Gojek Tokopedia Tbk dikabarkan menemui kendala regulasi dari pemerintah Indonesia.","Merger Grab-GoTo Disebut Terganjal Aturan Pemerintah Rencana Grab Holdings Ltd, perusahaan teknologi berbasis di Singapura, untuk mengakuisisi PT GoTo Gojek Tokopedia Tbk dikabarkan menemui kendala regulasi dari pemerintah Indonesia.",merger grabgoto sebut ganjal atur perintah rencana grab holdings ltd usaha teknologi bas singapura akuisisi pt goto gojek tokopedia tbk kabar temu kendala regulasi perintah indonesia,"['merger', 'grabgoto', 'sebut', 'ganjal', 'atur', 'perintah', 'rencana', 'grab', 'holdings', 'ltd', 'usaha', 'teknologi', 'bas', 'singapura', 'akuisisi', 'pt', 'goto', 'gojek', 'tokopedia', 'tbk', 'kabar', 'temu', 'kendala', 'regulasi', 'perintah', 'indonesia']"
"Menperin Resmikan Pabrik Panel Surya Terbesar RI Senilai Rp1,5 T",https://www.cnnindonesia.com/ekonomi/20250619150138-92-1241512/menperin-resmikan-pabrik-panel-surya-terbesar-ri-senilai-rp15-t,2025-06-19,"Menteri Perindustrian Agus Gumiwang Kartasasmita meresmikan pembukaan pabrik sel surya dan modul surya terintegrasi pertama dan terbesar di Indonesia, di Kendal, Jawa Tengah.","Menperin Resmikan Pabrik Panel Surya Terbesar RI Senilai Rp1,5 T Menteri Perindustrian Agus Gumiwang Kartasasmita meresmikan pembukaan pabrik sel surya dan modul surya terintegrasi pertama dan terbesar di Indonesia, di Kendal, Jawa Tengah.",menperin resmi pabrik panel surya besar ri nila rp t menteri industri agus gumiwang kartasasmita resmi buka pabrik sel surya modul surya integrasi pertama besar indonesia kendal jawa tengah,"['menperin', 'resmi', 'pabrik', 'panel', 'surya', 'besar', 'ri', 'nila', 'rp', 't', 'menteri', 'industri', 'agus', 'gumiwang', 'kartasasmita', 'resmi', 'buka', 'pabrik', 'sel', 'surya', 'modul', 'surya', 'integrasi', 'pertama', 'besar', 'indonesia', 'kendal', 'jawa', 'tengah']"
"Bank Sentral Swiss Pangkas Suku Bunga Jadi 0%, Ekonomi Global Suram?",https://www.cnnindonesia.com/ekonomi/20250619183750-78-1241632/bank-sentral-swiss-pangkas-suku-bunga-jadi-0-ekonomi-global-suram,2025-06-19,Bank Nasional Swiss (SNB) memangkas suku bunga acuan menjadi nol persen pada Kamis (19/7).,"Bank Sentral Swiss Pangkas Suku Bunga Jadi 0%, Ekonomi Global Suram? Bank Nasional Swiss (SNB) memangkas suku bunga acuan menjadi nol persen pada Kamis (19/7).",bank sentral swiss pangkas suku bunga jadi ekonomi global suram bank nasional swiss snb mangkas suku bunga acu jadi nol persen kamis,"['bank', 'sentral', 'swiss', 'pangkas', 'suku', 'bunga', 'jadi', 'ekonomi', 'global', 'suram', 'bank', 'nasional', 'swiss', 'snb', 'mangkas', 'suku', 'bunga', 'acu', 'jadi', 'nol', 'persen', 'kamis']"
"Pertamina Akuisisi 20% Saham Perusahaan EBT Filipina Senilai Rp1,96 T",https://www.cnnindonesia.com/ekonomi/20250619142835-85-1241492/pertamina-akuisisi-20-saham-perusahaan-ebt-filipina-senilai-rp196-t,2025-06-19,"Pertamina New & Renewable Energy (Pertamina NRE) mengakuisisi 20 persen saham perusahaan energi terbarukan asal Filipina, Citicore Renewable Energy Corporation (CREC).","Pertamina Akuisisi 20% Saham Perusahaan EBT Filipina Senilai Rp1,96 T Pertamina New & Renewable Energy (Pertamina NRE) mengakuisisi 20 persen saham perusahaan energi terbarukan asal Filipina, Citicore Renewable Energy Corporation (CREC).",pertamina akuisisi saham usaha ebt filipina nila rp t pertamina new renewable energy pertamina nre akuisisi persen saham usaha energi baru asal filipina citicore renewable energy corporation crec,"['pertamina', 'akuisisi', 'saham', 'usaha', 'ebt', 'filipina', 'nila', 'rp', 't', 'pertamina', 'new', 'renewable', 'energy', 'pertamina', 'nre', 'akuisisi', 'persen', 'saham', 'usaha', 'energi', 'baru', 'asal', 'filipina', 'citicore', 'renewable', 'energy', 'corporation', 'crec']"
"Nego Tarif Trump Belum Tuntas, Kantor Airlangga Beber Update Terkini",https://www.cnnindonesia.com/ekonomi/20250619054628-92-1241293/nego-tarif-trump-belum-tuntas-kantor-airlangga-beber-update-terkini,2025-06-19,Kementerian Koordinator Bidang Perekonomian menegaskan negosiasi tarif impor yang ditetapkan Presiden Amerika Serikat (AS) Donald Trump masih belum tuntas.,"Nego Tarif Trump Belum Tuntas, Kantor Airlangga Beber Update Terkini Kementerian Koordinator Bidang Perekonomian menegaskan negosiasi tarif impor yang ditetapkan Presiden Amerika Serikat (AS) Donald Trump masih belum tuntas.",nego tarif trump tuntas kantor airlangga beber update kini menteri koordinator bidang ekonomi tegas negosiasi tarif impor tetap presiden amerika serikat as donald trump belum tuntas,"['nego', 'tarif', 'trump', 'tuntas', 'kantor', 'airlangga', 'beber', 'update', 'kini', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'tegas', 'negosiasi', 'tarif', 'impor', 'tetap', 'presiden', 'amerika', 'serikat', 'as', 'donald', 'trump', 'belum', 'tuntas']"
OJK Blokir 507 Entitas Pinjol Ilegal hingga Investasi Bodong,https://www.cnnindonesia.com/ekonomi/20250619160910-78-1241567/ojk-blokir-507-entitas-pinjol-ilegal-hingga-investasi-bodong,2025-06-19,Otoritas Jasa Keuangan (OJK) melalui Satuan Tugas Pemberantasan Aktivitas Keuangan Ilegal (Satgas PASTI) telah menghentikan 507 entitas keuangan ilegal sepanjang periode Juni 2025.,OJK Blokir 507 Entitas Pinjol Ilegal hingga Investasi Bodong Otoritas Jasa Keuangan (OJK) melalui Satuan Tugas Pemberantasan Aktivitas Keuangan Ilegal (Satgas PASTI) telah menghentikan 507 entitas keuangan ilegal sepanjang periode Juni 2025.,ojk blokir entitas pinjol ilegal hingga investasi bodong otoritas jasa uang ojk lalu satu tugas berantas aktivitas uang ilegal satgas telah henti entitas uang ilegal panjang periode juni,"['ojk', 'blokir', 'entitas', 'pinjol', 'ilegal', 'hingga', 'investasi', 'bodong', 'otoritas', 'jasa', 'uang', 'ojk', 'lalu', 'satu', 'tugas', 'berantas', 'aktivitas', 'uang', 'ilegal', 'satgas', 'telah', 'henti', 'entitas', 'uang', 'ilegal', 'panjang', 'periode', 'juni']"
"Pentolan Boeing ke India, Rapat Tertutup Bahas Tragedi Air India",https://www.cnnindonesia.com/ekonomi/20250616221808-92-1240377/pentolan-boeing-ke-india-rapat-tertutup-bahas-tragedi-air-india,2025-06-16,Kepala Boeing Commercial Airplanes Stephanie Pope ke India untuk bertemu pimpinan Air India N. Chandrasekaran pada Senin (16/6). Dua sumber mengungkapkan pertemuan itu dilakukan di Gugram dekat bandara New Delhi.,"Pentolan Boeing ke India, Rapat Tertutup Bahas Tragedi Air India Kepala Boeing Commercial Airplanes Stephanie Pope ke India untuk bertemu pimpinan Air India N. Chandrasekaran pada Senin (16/6). Dua sumber mengungkapkan pertemuan itu dilakukan di Gugram dekat bandara New Delhi.",pentol boeing india rapat tutup bahas tragedi air india kepala boeing commercial airplanes stephanie pope india temu pimpin air india n chandrasekaran senin sumber ungkap temu laku gugram dekat bandara new delhi,"['pentol', 'boeing', 'india', 'rapat', 'tutup', 'bahas', 'tragedi', 'air', 'india', 'kepala', 'boeing', 'commercial', 'airplanes', 'stephanie', 'pope', 'india', 'temu', 'pimpin', 'air', 'india', 'n', 'chandrasekaran', 'senin', 'sumber', 'ungkap', 'temu', 'laku', 'gugram', 'dekat', 'bandara', 'new', 'delhi']"
Menko Airlangga & DPM Singapura Perkuat 6 Kerja Sama Strategis,https://www.cnnindonesia.com/ekonomi/20250616210103-537-1240365/menko-airlangga-dpm-singapura-perkuat-6-kerja-sama-strategis,2025-06-16,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Wakil Perdana Menteri Singapura yang juga Menteri Perdagangan dan Industri, Gan Kim Yong, memimpin The 15th Indonesia-Singapore Six Bilateral Economic Working Groups Ministerial Meeting (6WG MM) di Singapura, Minggu (15/6).","Menko Airlangga & DPM Singapura Perkuat 6 Kerja Sama Strategis Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Wakil Perdana Menteri Singapura yang juga Menteri Perdagangan dan Industri, Gan Kim Yong, memimpin The 15th Indonesia-Singapore Six Bilateral Economic Working Groups Ministerial Meeting (6WG MM) di Singapura, Minggu (15/6).",menko airlangga dpm singapura kuat kerja sama strategis menteri koordinator bidang ekonomi airlangga hartarto sama wakil perdana menteri singapura juga menteri dagang industri gan kim yong pimpin the th indonesiasingapore six bilateral economic working groups ministerial meeting wg mm singapura minggu,"['menko', 'airlangga', 'dpm', 'singapura', 'kuat', 'kerja', 'sama', 'strategis', 'menteri', 'koordinator', 'bidang', 'ekonomi', 'airlangga', 'hartarto', 'sama', 'wakil', 'perdana', 'menteri', 'singapura', 'juga', 'menteri', 'dagang', 'industri', 'gan', 'kim', 'yong', 'pimpin', 'the', 'th', 'indonesiasingapore', 'six', 'bilateral', 'economic', 'working', 'groups', 'ministerial', 'meeting', 'wg', 'mm', 'singapura', 'minggu']"
